,summary,source_file
110,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 주가의 상승세가 이어지는 등 대체로 안정된 모습을 나타내었다 는 세계경제의 회복세에 영향을 받을 것으로 보인다 앞으 로 현재 국내경제는 소비가 다소 저조하였으나 수출과 투자가 개선되면서 성장세 확대된 것으로 판단된다 고용상황은 취업자수가 제조업에서 감소 폭이 축소되고 서비스업 앞으로 국내경제는 완만한 성장세를 이어갈 것으로 내수가 세계경제의 회복 등에 힘입어 개선세를 지속하겠으나 일반인 기대인플레이션율 대 중반을 유지하였다 는 소비자물가 상승률은 당분간 수준에서 등 락하겠으나 연간 근원인플레이션율은 대 중후반을 지속할 것으로 보인다 원달러 환율은 하락세를 보이다가 달러화 강세 전환 지정학적 리스크 등으로 반등하였다 증가규모 축소 움직임 이어졌으나 비은행은 가계 대출 증가세는 여전히 견조 주택가격은 수도권에서 소폭 상승하였으며 지방 에서는 계속 보합세를 나타내었다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지해 나갈 것이다 국내경제의 나는 이 과정에서 향후,2017_국문보도자료(1704).pdf
111,공보 년 월 일 붙임 참조 통화정책방향 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 주가의 상승세가 이어지는 등 대체로 안정된 모습을 나타내었다 앞으 로 세계경제의 회복세는속도 등에 영향을 받을 것으로 보인다 최근 국내경제는 소비 증가세가 다소 미흡하였으나 수출이 개선되 면서 성장세가 확대된 것으로 판단된다 실업률은 계속 상승하였다 고용 면에서는 앞으로 국내경제의 성장 흐름은 지난 월 전망 경로를 소폭 상회할 것으로 예상된다 수출과는 전망보다 개선세가 확대될 것으로 판단된다 소비는 는 소폭 하락하였다 일반인 기대인플레이션율 소비자물가 상승률 당분간 등락하겠으며 연간 전체로는 벗어나지 않을 것 근원인플레이션율은 대 중후반을 나타낼 것 으로 보인다 국제금융시장의 움직임을 경제시장에서는 주가가 상승하고 장 기시장금리는 낮은 변동성을 러 환율은 지정학적 리스크 부각 등으로 반락하다가하였다 가계대출은 예년보다 높은 증가세를 지속하였으나 은행을 중심으로 증가규모 축소움직임이 주택 가격은 수도권을 중심으로 소폭의 오름세를 보였다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지해 나갈 것이다 이 과정을 통해새 정부의 경제정책 방향 또한 아울러,2017_국문보도자료(1705).pdf
112,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 유가 등락 주요국 통화정책에 대한 기대 변화 등으로 변동성 확대 앞으로 및 국제유가 향방 등에 영향을 받을 것으로 전망된다 국내경제는 소비 증가세가 다소 미흡하였으나 수출이 개선되 면서 견실한 성장세를 이어간 것으로 판단된다 고용 면에서는 전년동 기대비 취업자수 증가세가 둔화되었으며 고용률과 실업률은 상승하였 다 앞으로 국내경제는 회복세를 지속할 것으로 수출이 세계경제의 회복 등에 힘입어 개선세를 소비자물가는 오름세를 지속하였다 농축수산물 가격의 상승 등 기대인플레이션율일반인근원인 소비자물가 상승률은 당분간 수준에서 등락하겠으나 근원인플레이션 율은 대 중후반을 나타낼 것으로 보인다 금융시장에서는 원달러 환율이 주요국 통화정책 기대 변화 주가는 국내경제의 견실한 성장세와 주요 기업의 실적 개선 기대 등 가계대출은 전년대비 증가규모가 다소 축소되었으나 예년보다 높은 증가세를 지속하였다 주택가격은 수도권을 중심으로 오름세가 확대되었다 에 유의하 여 통화정책을 운용해 나갈 것이다 다만 국내경제는 견실한 성장세를 나타낼 것으로 예상되나 이 과정을 통해국과의 교역여건 나는 이와,2017_국문보도자료(1707).pdf
113,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정시까지 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 주요국 통화정책에 대한 기대 변화 앞으로 세계경제의 회복세는 주요국 통화정책 정 상화 속도 미국 정부 정책방향 등에 영향을 받을 것으로 고 용은 제조업을 중심으로 완만한 개선세를 나타내었다 최근 앞으로 국내경제의 성장 흐 름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다 소비는 설비투자는 전망 수준을 상회할 것으로 보인다 수 출은 전망 수준을 하회할 것으로 예상된다 월 소비자물가는 농축수산물 가격의 상승 전기료 인하에 따른 기저효과 등으로 일반인 기대인플 레이션율 는 소비자물가 상승률이 당분간 등락하겠으며 연간 근원인플레이션율은 대 중후반을 나타낼 것으로 보인다 금융시장에서는 지정학적 리스크 증대 등으로 주가 환율 및 가계대출은 전년대비 증가규모가 다소 축소되었으나 예년보다 높은 증가세를 지속 하였다 주택가격은 정부의 주택시장 안정화 방안 발표 이후 오름세가 둔화되었다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 국내경제는 견실한 성장세를 나타낼 것으 이 과정에여기에,2017_국문보도자료(1708).pdf
114,공보 년 월 일 이자료는 배포시부터 취급하여 주시기 바랍니다 통화정책방향 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 대체로 안정된 모습을 보였다 앞으로 세계경제의 회복 세는 주요국 통화정책 정상화 속도 국내경제는 견실한 성장세를 이어간 것으로 판단된다 현재의 고용상황은 일시적 요인으로 취업자수 증가폭이 다소 둔화되었으나 앞으로 국내경제는 견실한 성장세를 이어갈 것으 로 전망된다 성장률 를 크게 내수가 세계경제의 회복 등에 힘입어 양호한 흐름을 이어가고 내수도 소비자물가는 농축수산물 가격의 상승 등으로 대의 오름세를 이어갔다 일반인 기대인플레이션율은 대 중반을 지속하였으며 대로 후반을를 유지하였다 근원인일반인과 소비자물가상승률식료품 및 에너지 제외 지수은 대의 소비자물가 상승률소비자물 은 올해 전기료 인하에 따른 기저효과의 소멸 등으로 당분간 대 후 반 근원인플레 이션율은 당분간 대 중반을 이어가다가 금융시장에서는 가격변수의 변동성이 증대되었다 환율이 하락하고 장기시장금리가 상승하였다 지정학적 리스크 주가는 기업실적 개선 기대 등으로 상승하였다 가계대출 은 증가규모가 축소되었으나 예년보다 여전히 높은 증가세를 지속하였다 주택가격은 수도권 일부 지역에서 소폭 반등하는 움직임이 통화정책을 운용해 나갈 것이며 이와 관련하여 금융안정에 유의하여 통화정책의 완화기조를 유지해 나가되 향후 성장과 물가의,2017_국문보도자료(1710).pdf
115,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 금융통화위원회가 결정한 내용임 붙임 참조 제 목 세계경제는 회복세가 확대되는 움직임을 지속하였다 국제금융시장은 주가가 완만한 오름세를 나타내는 등 안정된 모습을 보였다 보호무역주의 확산 움직임 등에 영향을 받을 것으로 보인다 상황은 서비스업을 중심으로 취업자수 증가폭이 둔화되 는 등 개선세가 다소 주춤하고 있다 앞으로를 소폭 상회할 것으로 전망한다 향후 국내경제의 성장흐름은 소비자물가는 농축수산물 가격의 상승폭 축소 일반인 기대인플레이션율은 대 중반 수준에서 소폭 물가 상승률은 당분간 대 중반 수준을 보이다가 점차 근원인플레이션율도 완만하게 상승할 것으 로 보인다 금융시장나 주식시장은 기업실적 개선으로 오름세를 지속하였으 나는 원달러 환율은 국내경기 회복세 강화 등으로 하락하였 다 가계대출의 증가세는 다소 둔화되고 있으나 예년에 비해 여전히 높 은 수준을 지속하고 있다 주택가격은 수도권 일부 지역에서 상승세가 확대되었으나 전반적으로는 통화정책을 운용해 나갈 것이며 이와 관련하여 금융안정에 유의하여 국내경제가 견실한 성장세를 지속하고 있는 가 이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검해 나갈 것이다 주요국 중앙은행의 통화정책 변화다,2017_국문보도자료(1711).pdf
116,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 성장세가 확대되는 움직임을 나타내었다 국제금융시장은 앞으로 세계경제의 성장세는는 미국 정부 정책방향 일본 고용 상황은 서비스업 취업자수 증가폭이 감소하는 등 개선세가 둔화되 었다 국내경제는 금년에도 수준의 성장세를 나타낼 것으로 보인다 투자가 둔화되겠으나세를 지속할 것으로 예상된다 수출은 양호한 흐름을 이어갈 소비자물가는 농축수산물의 상승폭 축소 도시가스요금 인하 등으 로 기대인플레이션율 지속하였다 일반인 소비자물가 상승률은 당분간 대 중반 수준을 보이다가 근원 인플레이션율도 완만하게 상승할 것으로 보인다 금융시장주식시장은 대체로 안정된 모습을 나타내었다 으나 원달러 환율은 미 달러화 약세 등으로 하락세를 지속하였 다 가계대출은 증가규모가 축소되었다 주택가격은 전반적으로 낮은 오 름세를 보였으나 수도권 일부 지역에서 상승세가 확대되었다 통화정책을 운용해 나갈 것이며 이와 관련하여 금융안정에 유의하여 국내경제가 견실한 성장세를 지속하고 있는 가 이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검해 나갈 것이다 주요국 중앙은행의 통화정책 변화다,2018_국문보도자료(1801).pdf
117,년 월 일 공보 이자료는 배포시부터 취급하여 주시기 바랍니다 통화정책방향 금융통화위원회는 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 참조 성명 세계경제는 성장세가 확대되는 움직임을 지속하였다 국제금융시장은 주요국 통화정책 정상화 기대 강화 등으로 변동성이 확대되었다 앞으로 세계경제의 성장세는 글로벌 통화정책 정상화 속도 월중 취업자수 증가폭이 일시적 요인으로 확대되었으나 개선세는 여전히 완만한 것으로 보인다 앞으로 국내경제 의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다 투자가 둔화되겠으나세를 지속할 것으로 예상된다 수출은 양호한 흐름을 이어갈 소비자물가소비자물가는 수준으로 오름세가 둔화되었다 일반인 기대인플레이션율은 대 초반으로 하락하였다식료품 및 소비자물가 상승률은 당분간 대 중반 수준을 보 이다가 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장에서는 국제금융시장의 움직임을 반영하여 가격변수의 변동성이 크게 확대되었다 장기시장금리가 상승하고 주가는 하락하였으며 원달러 환율은 상승 후 반락하였다 가계대출은 전반적인 증가규모 축소 추세가 이어지고 있으나 예년보다 높은 주택가격은 전반적 으로 낮은 오름세를 보였으나 수도권 일부 지역에서 상승세가 확대되었다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 는 가운데 당분간 물가상승압력은 크지 않을 것으 로 전망되므로 이 과정에 여부를 신중히 판단해 나갈 것이다 향후 성장과 물가의 흐름을 면밀히 점검하면서 조 정,2018_국문보도자료(1802).pdf
118,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 금융통화위원회는 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 견조한 성장세를 지속하였다 최근 국제금융시장은는 등 높은 변동성을 나타내 었다 앞으로 고용 상황 은 취업자수 증가폭이 축소되는 등 회복세가 둔화되었다 앞으로 국내 경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상 된다 투자가 둔화되겠으나는 흐름을 지속할 것으로 예상된다 수출은 양호한 소비자물가 동향 월 기대인플레이션율은 대 중반을 소비자물가 상승률은 당분간 대 중반 수준을 보이다가 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장은 국제금융시장의 움직임을 반영하여 다소 높은 변동성을 나 타내었다 장기시장금리는 주요국 국채금리 변동에 영향받아 하락하였 다 주가 및 원달러 환율은 북한리스크 완화 등의 영향을 받으며 상당폭 등락하였다 주가는 가계대출은 전반적인 증가규모 축소 추세가 이어지고 있으나 예년보다 높은 증가세를 주 택가격은 수도권 일부 지역을 중심으로 오름세가 둔화되었다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 는 가운데 당분간 물가상승압력은 크지 않을 것으 로 전망되므로 이 과정에 여부를 신중히 판단해 나갈 것이다 향후 성장과 물가의 흐름을 면밀히 점검하면서 조 정,2018_국문보도자료(1804).pdf
119,공보 년 월 일 통화정책방향 금융통화위원회는 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 견조한 성장세를 지속하였다 국제금융시장을 보면 대외건 전성이 취약한 일부 신흥시장국에서 자본유출이 확대됐다 향후 앞으로 세계경제의 성장세는 각국 통화정책 정상화 속도 보호무역주의 확산 움직임에 영향을 받을 것 국내경제는 설비투자가 다소 둔화되었으나 소비와 수출이 양호한 흐름 고용 상황은 취 업자수 증가폭이 낮은 수준을 지속하는 등 부진한 모습을 보였다 앞으로 국내경제의 성장 흐름은 지난 월 전망 경로와 대체로 부합할 것으로 예상된다 소비를 지속할 것으로 예상된다 세계경제의 호조에 힘입어 소비자물가는 농산물가격 상승 등으로 대 중반 수준으로 오름세가 확대되었다 일반인 기대인플레이션율은 대 중반을 유지하였다 소비자물가 상승률은 당분간 대 중반 수준을 보이다가 근원인 플레이션율도 완만하게 상승할 것으로 보인다 금융시장은 대체로 안정된 모습을 보였다 장기시장금리가 주요국 금리 상승의 영향으로 오름세를 보였으나 가계대 출은 신용대출을 중심으로 예년보다 높은 증가세를 지속하였다 주택가 격은 수도권 일부 지역을 중심으로 오름세가 둔화되었다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 는 가운데 당분간 물가상승압력은 크지 않을 것으 로 전망되므로 이 과정에 여부를 신중히 판단해 나갈 것이다 향후 성장과 물가의 흐름을 면밀히 점검하면서 조 정,2018_국문보도자료(1805).pdf
120,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 통화정책방향 및 한국은행 보도자료 에서 유지하기로 하였음 붙임 세계경제는 견조한 성장세를 지속하였다 국제금융시장은 글로벌 무역 분쟁 우려 미 달러화 강세 등으로 변동성이 확대되었다 앞으로 세계경 제의 성장세는 방향 미국 정부 정책방향 등에 영향을 받을 것으로 고 용 상황은 취업자수 증가폭이 낮은 수준을 지속하는 등 계속 부진한 모 습을 보였다 앞으로 국내경제의 성장 흐름은 소비가 둔화되겠으나 수출도 세계경 제호조에 힘입어 양호한 흐름을 지속할 것으로 소비자물가동향 대 중반의 오름세를 이어갔다 근원인 기대인 플레이션율 소비자물가 상승률은 당분간 대 중반 수준을 보이다가 는 전망에 근원인플레이션율도 완만하게 상승할 것으로 보 인다 금융시장에서는 국제금융시장의 움직임을 반영하여 가격변수의 변동성 이 확대되었다 원달러 환율은 세계적인 달러화 강세의 영향으로 큰 폭 상승하였다 주가와 장기시장금리는 미 중 무역분쟁 등 대외 불확실 성 증대로 상당폭 하락하였다 가계대출은 증가규모가 다소 축소되었으 나 예년보다 높은 증가세를 지속하였다 주택가격은 보합세를 나타내었 다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 는 가운데 당분간 물가상승압력은 크지 않을 것으 로 전망되므로 이 과정에 여부를 신중히 판단해 나갈 것이다 향후 성장과 물가의 흐름을 면밀히 점검하면서 조 정,2018_국문보도자료(1807).pdf
121,공보 이자료는 배포시부터 취급하여 주시기 붙임 참조 통화정책방향 세계경제는 견조한 성장세를 지속하였다 최근 금융시장을 보면 과거와 달리 불안한 움직임이 다시 나타났다 환율 앞으로 세계경제의 성장세는 미국 정부 정책방향 고 용 상황은 취업자수 증가폭이 크게 축소되는 등 더욱 부진한 모습을 보 였다 앞으로 국내경제는 지난 월 전망경로와 대체로 부합하는 잠재성 투자가 둔화되고를 지속할 것으로 예상된다 소비는 증가하겠으나 소비자물가는 서비스요금과 농산 물가격의 상승세가 둔화되면서 대 중반의 근원 인플레이션율은 수준으로 하락하였으며 소비자물가 상승률은 당분간 대 중반 수준을 보이다가 근원인플레이션율도 완만하게 상승 할 것으로 보인다 금융시장은 대체로 안정된 모습을 보였다 장기시장금리는 일부 신흥시 장국 금융불안 고용 부진 등으로 하락하였다 주가는 미중 무역분쟁 등 으로 하락하였다가 그 우려가 다소 완화되면서 반등하였다 원달러 환 율은 세계적인 달러화 가치 변동에 따라 등락하였다 가계대출은 증가규 모가 다소 축소되었으나 예년보다 높은 증가세를 지속하였다 주택가격 은 보합세를 나타내었으나 수도권 일부 지역에서 상승세가 확대되었다 금융통화위원회는 물가안정에 유의하여 통화정책을 운용해 나갈 것이다 는 통화정책의 완화기조를 유지해 나갈 것이다 국내경제가 견실한 이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검해 나갈 것이다 추가 아울러,2018_국문보도자료(1808).pdf
122,공보 년 월 일 이자료는 배포시부터 취급하여 주시기 붙임 참조 통화정책방향 세계경제는 양호한 성장세를 지속하였다 국제금융시장에서는 주요국의 국채금리가 상승하고 주가가 하락하는 등 변동성이 확대되었다 앞으로 세계경제의 성장세는 속도 미국 정부 정책방향 등에 영향받을 것으로 보인다 국내경제는 설비 및 건설 투자의 조정이 지속되었으나 고용 상황은 취업자수 증가규모가 소폭에 그치는 등 계속 부진한 모습을 보였다 앞으로는 국내경제의 성장 흐름은 세계경제의 호조에 힘입어 완만한 성장세를 이어갈 것으로 예상된다 소비는 둔화되겠으나 소비자물가소비자물가는 농산물가격 상승세 확대 전기요금 한시 인하 종료 등으로 오름세 커졌다 앞으로 소비자물가 상승률은 대 중후반에서 등락할 것으로 전망된다 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장에서는 미중 무역분쟁 심화 환율은 장기시장금리는 주 요국 금리의 움직임 등을 반영하여 상승하였다 가계대출은 증가규모가 다소 축소되었으나 예년보다 높은 증가세를 지속하였다 는 주택가격은 수도권 일부 지역을 중심으로 높은 오름세를 나타내다가 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지할 것이다 국내경제가 이 과정에서 향후 성장과 물가의 흐름을 면밀히 점 검하면서 는 물론 신흥시장국의 금융경제상황과 아울러 또한,2018_국문보도자료(1810).pdf
123,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 년 월 통화정책방향 제 목 세계경제전망 분기중 성장세가 다소 약화되는 모습을 보였으나 국제금융시장에서 일부 신흥국의 금융불안은 다소 완화되었다 앞으로 세계경제와 국제금융시장는 보호무역주의 확산 움직임 유로지역 정치적 불확실성 국내경제는 대체로 잠재성장률 수준의 성장세를 이어간 것으로 판단된다 고용 상황은 취업자수 증가규 모가 소폭 늘어나는 등 부진이 다소 완화되는 모습을 보였다 앞으로 국내경제의 성장흐름 전망경로 소비가 둔화되겠으나 수출도 세계경 제호조에 힘입어 양호한 흐름을 지속할 것으로 소비자물가는 농산물 및 석유류 가격의 상승폭이 확대되면서 수준 을 나타내었다 일반인 기대인플레이션율은 대 중반 수준을 나타내었다 소비자물가 상승률은 당분간 대 중반에서 등락할 것 근원인플레이션율은 완 만하게 상승할 것으로 보인다 금융시장에서는 주요 가격변수의 변동성이 확대되었다가 월 들어 다소 축 소되었다 단기시장금리는 하락 후 반등하였다 장기시장금리 원달러 환율 은 소폭 하락하였다 가계대출은 월 들어 증가규모가 확대되었으며 주 택가격은 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지할 것이다 국내경제가 이 과정에서 향후 성장과 물가의 흐름을 면밀히 점검해 나갈 것이다 추가 조정,2018_국문보도자료(1811).pdf
124,년 월 일 공보 이자료는 배포시부터 취급하여 주시기 바랍니다 통화정책방향 한국은행 기준금리를 현 수준에서 유지하기로 하였음 붙임 세계경제는 성장세가 다소 완만해지는 움직임을 나타내었다 금년 들어 국제금융시장이 다소 축소되었 다 등에 영향을 받을 것으로 보인다 관련 불확실성 등이 크게 앞으로 고용 상황은 월 취업자수 증가규모가 상당폭 축소되는 등 부 진한 모습을 보였다 국내경제의 성장흐름은 잠재성장률 수준에서 크게 벗어나지 않을 전망 소비자물가 동향 농축수산물가격 상승폭 축소 등으로 대 초반에서 오름세 둔화 를 나타내었다 일반인 소비자물가 상승률은 당분간 대 중반을 보일 것으로 근 원인플레이션율도 완만하게 상승할 것으로 보인다 후 소폭 등락하였다 장기시장금리는 상승하였다 후 원달러 환율은 좁은 범위 내에서 등락하면서 안 정세를 보였다 가계대출은 증가규모가 축소되었으며 주택가격은 둔화 세가 이어졌다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지할 것이다 국내경제가 이 과정에서 완화정도의 추가 조정 여부나 성장과 물가흐름을 면밀히,2019_국문보도자료(1901).pdf
125,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 세계경제는 성장세가 다소 완만해지는 움직임을 지속하였다 전월의 변동성 축소 흐름이 이어졌다 미중 무역협상 진전에 대한 기대가 높아지면서 앞으로 세계경제와 브렉시트 관련 불확실성 등에 영향받을 것으로 고용 상황은 취업자 수 증가규모가 소폭에 그치는 등 부진한 모습을 보였다 앞으로 국내경 제의 성장흐름은 지난 월 전망경로와 대체로 부합할 것으로 예상된다 하반기로 가면서 점차 회복될 것으로 예상된다 소비자물가는 대 후반으로 둔화되었다 월 일반인 기대인플레이션율 는 수준을 소비자물가 상승률 전망경로 앞으로 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장은 안정된 모습을 보였다 장기시장금리가 좁은 범위 내에서 등락하였다 주식시장이 주가 등으로 상승하였고 가계대출은 증가세 둔화가 이어졌으며 주택가격은 소폭 하락하였다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 통화정책의 완화기조를 유지할 것이다 국내경제가 이 과정에서 완화정도의 추가 조정 여부나 성장과 물가흐름을 면밀히,2019_국문보도자료(1902).pdf
126,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 세계경제는 성장세가 완만해지는 움직임을 지속하였다 는 글로벌 경기둔화 우려하는 등 변동성이 확대되었다 국제금융시장에 등에 영향을 받을 것으로 보인다 앞으로 국내경제는 소비 증가세가 다소 주춤한 모습을 나타낸 반면 고용 상황은 취업자수 증가규모가 늘어나는 등 부 진이 일부 완화되는 움직임을 보였다 앞으로 건설투자 조정이 지속되겠 으나 소비가 증가 흐름을 이어간다 성장률은 월 전망치를 소폭 하회하는 대 중반을 나타낼 것으로 소비자물가는 석유류와 농축수산물 가격 하락 등으로 오름세가 대 중반으로 낮아졌다 근원인 기대인플레이션율은 대 후반을 일반인는 소비자물가 상승률 전망경로 앞으로 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장에서는 가격변수의 변동성이 다소 확대되었다 후 상승하였다 장기시장금리와 주가는 원달 러 환율은 달러화 강세로 상승하였다 가계대출은 증가세 둔화가 이어졌 으며 주택가격은 하락세를 지속하였다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 향후 국내경제가 잠재성장률을 크게 벗어나지 않는 성장세를 이어갈 것으로 예상되는 이 과정에서국내 성장 및 물가에 미치는 영향 그리고,2019_국문보도자료(1904).pdf
127,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 붙임 참조 통화정책방향 세계경제는 성장세가 완만해지는 움직임을 지속하였다 국제금융시장에는 미중 무역분쟁 심화 주요국 경제지표 부진 등으로 앞으로 세계경제와 국제금융시장은 보호무역주의 확산 정도 분기의 부진에서 다소 회복되는 모습을 나타내었다 고용 면에서는 취업자수 증가규모 가 줄어들고 실업률이 높아졌다 앞으로 국내경제의 성장흐름은 소비가 증가 흐름을 지속하겠으나 다만 미중 무역분쟁 심화 등으로 전망경로의 불확실성은 높아진 것으로 판단된다 소비자물가는 석유류가격 하락폭 축소 등으로 상승률이 대 중반에서 소폭 높아졌다 근원인 기대인플레이션율은 대 후반을 나타내었다를 일반인 소비자물가 전망경로의 하방위험은 다 소 높아진 것으로 판단된다 근원인플레이션율도 완만하게 상승할 것으 로 보인다 금융시장에서는 장기시장금리와 주가가 큰 폭 하락하였고 원달러 환율은 상당폭 상승하였다 가계대출은 증가세 둔 화가 이어졌으며 주택가격은 하락세를 지속하였다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 향후 국내경제가 잠재성장률을 크게 벗어나지 않는 성장세를 이어갈 것으로 예상되는 국내 성장 및 물가에 미치는 영향,2019_국문보도자료(1905).pdf
128,공보 이자료는 배포시부터 취급하여 주시기 바랍니다 출처 년 월 일 통화정책방향 결정 시까지 한국은행 기준금리를 하향 조정하기로 하였음 붙임 최근 세계경제는 성장세가 완만해 지는 움직임을 지속하였다 최근는 기대 등으로 주요국의 주가가 상승하는 등 대체로 안정된 모습을 나타 내었다 앞으로 세계경제와 국제금융시장은 보호무역주의 확산 정도 소비가 완만한 증가세를 이어갔으나 수출과 설비투자의 부진이 심화 되었다 고용 상황은 취업자수 증가폭이 확대되는 등 일부 개선되는 모 습을 보였다 향후 국내경제의 성장흐름은 소비가 증가세를 이어가겠 으나 수출과 설비투자는 금년중 성장률이 대 초반을 나타낼 것으로 예상된다 소비자물가는 석유류가격의 하락세 지속 등으로 대 중후반의 낮은 오름세를 이어갔다 일반인 기대인플레이션율은 대 중반을 는 을 나타내었다근원인플레이션율식료품 및 에너지 제외 지수은평균 소비자물가 대비 일반 소비자물가 상승률 대 중반 전망경로 앞으로 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장에서는 가격변수의 변동성이 확대되었다 장기시장금리가 크게 하락하고주가와 원달러 환율은 등락하였다 가계대출은 증가세 둔화가 이어졌으며 주택가격은 하락세를 지속하였다 에 유의 하여 통화정책을 운용해 나갈 것이다 한국은행 국내경제의 성장세가 완만할 것으로 이국내 성장 및 물가에 미치는 영향을 살펴본다,2019_국문보도자료(1907).pdf
129,년 월 일 공보 붙임 참조 통화정책방향 세계경제는 교역이 위축되면서 성장세가 둔화되었다 최근 앞으로 세계경제와 국제금융시장은 보호무역주의 확산 정도 국내경제는 성장세 둔화 흐름을 이어간 것으로 판단 다 고용 상황은 취업자수 증가폭이 확대되는 등 일부 개선되는 모습을 보였다 전망경로의 불확실성 한층 커져 앞으로 향후 국내경제는 소비자물가는 석유류와 농축수산물 가격 하락 등으로 오름세가 대 중반으로 낮아졌다 근원인 기대인플레이션율 소비자물가 상승률은 당분간 등락하다가 내년 이후 대 중후반을 나타낼 것으로 전망된다 근원인플레이션율도 완만하게 상승할 것으로 보인다 금융시장에서는 미중 무역분쟁이 지속되었고 국내 장기시장금리와 주가가 크게 하락하고 원달러 환율도 큰 폭 상승하였다 가계대출은 증가세 둔화가 다소 주춤한 모습을 보였다 주택가격은 하락세를 지속 하였으나 수도권 일부 지역에서는 오름세를 나타내었다 통화정책을 운용해 나갈 것이며 이와 관련하여 금융안정에 유의하여 국내경제의 성장세가 완만할 것으로 는 과정 에서 향후 거시경제와 금융안정 상황의 변화를 면밀히 점검해 나갈 것이 는 물론 중국의 경기와 통화정책 변화도 주의 깊게 살펴볼 것이다 이,2019_국문보도자료(1908).pdf
